Session ID,User Number,Trial,Month,Chart Type,Question Type,User Answer,Correct School,Correct Absences,User Absences,Response Time,Correct,Generated Data
20241111_170722,2,5,November,heatmap,highest,4,School [4],222,222,21.32,Correct,"[[59, 220, 96, 157, 227, 131, 31, 0, 165, 209, 191, 89], [190, 135, 146, 236, 171, 11, 29, 0, 55, 119, 207, 114], [200, 110, 228, 114, 149, 195, 110, 0, 129, 12, 0, 91], [37, 167, 10, 107, 105, 52, 14, 0, 29, 143, 222, 1], [94, 44, 197, 159, 175, 38, 50, 0, 97, 155, 206, 5], [192, 10, 213, 122, 140, 75, 102, 0, 221, 125, 115, 44], [205, 228, 5, 17, 55, 219, 58, 0, 78, 114, 147, 118], [231, 56, 24, 20, 213, 132, 117, 0, 65, 8, 130, 103], [11, 12, 141, 13, 24, 39, 32, 0, 208, 40, 167, 50], [141, 123, 52, 187, 125, 17, 65, 0, 78, 100, 215, 107]]"
20241111_170722,2,6,December,heatmap,highest,3,School [3],105,105,10.74,Correct,"[[125, 68, 129, 213, 9, 2, 78, 0, 5, 220, 196, 38], [126, 95, 174, 72, 210, 126, 92, 0, 209, 70, 111, 13], [74, 55, 197, 208, 46, 103, 118, 0, 143, 41, 221, 105], [29, 210, 40, 17, 196, 142, 81, 0, 24, 144, 149, 62], [155, 122, 51, 151, 77, 94, 108, 0, 213, 164, 13, 51], [43, 138, 25, 124, 87, 224, 115, 0, 64, 175, 6, 6], [196, 196, 54, 94, 91, 233, 48, 0, 131, 211, 77, 25], [169, 10, 90, 228, 114, 9, 84, 0, 107, 93, 147, 50], [165, 94, 212, 52, 191, 20, 29, 0, 182, 207, 201, 50], [1, 186, 87, 66, 169, 194, 38, 0, 21, 154, 177, 42]]"
20241111_170722,2,7,September,heatmap,highest,3,School [3],199,199,13.35,Correct,"[[44, 55, 79, 103, 215, 131, 1, 0, 140, 169, 191, 104], [124, 146, 19, 86, 156, 212, 94, 0, 161, 5, 71, 85], [183, 32, 223, 152, 236, 170, 36, 0, 199, 88, 8, 103], [77, 205, 106, 42, 108, 32, 89, 0, 85, 13, 26, 104], [136, 137, 162, 18, 8, 132, 51, 0, 115, 17, 234, 19], [54, 224, 84, 7, 8, 17, 72, 0, 2, 180, 73, 26], [87, 57, 102, 226, 121, 27, 91, 0, 180, 197, 162, 4], [77, 106, 5, 98, 44, 129, 54, 0, 91, 188, 17, 79], [57, 13, 196, 175, 44, 102, 51, 0, 158, 41, 85, 70], [123, 72, 201, 150, 26, 132, 80, 0, 175, 200, 49, 2]]"
20241111_170722,2,8,January,heatmap,lowest,7,School [7],6,6,12.34,Correct,"[[134, 105, 122, 152, 97, 178, 81, 0, 150, 22, 162, 88], [174, 61, 50, 72, 75, 75, 53, 0, 157, 29, 139, 16], [120, 34, 112, 161, 23, 166, 0, 0, 88, 36, 13, 114], [166, 229, 194, 117, 177, 129, 67, 0, 203, 59, 191, 42], [228, 134, 178, 9, 220, 224, 34, 0, 107, 92, 170, 21], [156, 128, 142, 41, 201, 225, 115, 0, 11, 40, 162, 56], [6, 13, 128, 140, 235, 56, 114, 0, 82, 177, 116, 93], [224, 228, 177, 131, 103, 228, 31, 0, 1, 111, 168, 110], [104, 125, 226, 46, 144, 187, 75, 0, 134, 203, 8, 72], [190, 127, 169, 159, 80, 56, 89, 0, 71, 41, 147, 104]]"
20241111_170722,2,9,July,heatmap,lowest,10,School [10],25,25,13.63,Correct,"[[137, 48, 76, 233, 164, 21, 106, 0, 212, 210, 211, 63], [82, 231, 131, 95, 139, 224, 92, 0, 212, 67, 135, 65], [215, 207, 174, 215, 188, 196, 28, 0, 68, 112, 226, 114], [82, 16, 215, 205, 60, 34, 102, 0, 166, 229, 19, 76], [232, 199, 221, 27, 149, 109, 29, 0, 197, 69, 159, 117], [74, 226, 154, 229, 62, 225, 69, 0, 195, 215, 65, 25], [179, 120, 123, 227, 105, 173, 67, 0, 86, 141, 194, 107], [89, 144, 200, 51, 126, 146, 78, 0, 176, 58, 79, 50], [54, 71, 61, 109, 28, 90, 48, 0, 157, 178, 221, 67], [175, 70, 219, 102, 164, 104, 25, 0, 24, 217, 116, 96]]"
20241111_170722,2,10,September,heatmap,highest,2,School [2],201,201,10.92,Correct,"[[185, 23, 93, 236, 133, 145, 46, 0, 122, 228, 36, 84], [59, 18, 181, 165, 232, 119, 62, 0, 201, 179, 26, 48], [24, 123, 76, 140, 232, 168, 97, 0, 131, 75, 187, 43], [5, 17, 235, 165, 84, 93, 87, 0, 36, 65, 72, 55], [120, 41, 52, 235, 83, 160, 51, 0, 82, 46, 229, 27], [76, 236, 17, 160, 52, 25, 42, 0, 30, 224, 21, 41], [227, 80, 154, 146, 66, 182, 112, 0, 23, 221, 122, 102], [233, 233, 0, 193, 11, 172, 117, 0, 96, 231, 141, 110], [205, 175, 223, 110, 175, 64, 14, 0, 63, 94, 21, 94], [101, 236, 102, 110, 81, 61, 114, 0, 135, 36, 81, 113]]"
20241111_171604,3,1,April,scatter,highest,1,School [1],231,231,20.88,Correct,"[[234, 92, 141, 231, 186, 188, 112, 0, 143, 88, 155, 5], [183, 221, 173, 125, 12, 0, 90, 0, 165, 90, 102, 80], [168, 35, 172, 52, 41, 126, 40, 0, 96, 129, 97, 7], [209, 222, 229, 20, 25, 27, 26, 0, 213, 220, 181, 40], [223, 192, 157, 149, 204, 45, 35, 0, 207, 74, 131, 71], [151, 183, 65, 61, 126, 170, 70, 0, 169, 183, 96, 36], [132, 8, 172, 13, 155, 194, 42, 0, 56, 101, 182, 45], [149, 153, 162, 127, 23, 65, 57, 0, 210, 39, 206, 11], [139, 178, 6, 31, 160, 138, 54, 0, 126, 110, 59, 114], [231, 181, 125, 88, 113, 86, 33, 0, 18, 120, 117, 72]]"
20241111_171604,3,2,December,scatter,highest,1,School [1],105,105,8.47,Correct,"[[173, 191, 157, 78, 27, 202, 60, 0, 2, 58, 103, 105], [204, 16, 210, 164, 21, 6, 29, 0, 207, 176, 134, 11], [223, 27, 140, 11, 68, 2, 106, 0, 134, 36, 66, 10], [30, 6, 169, 227, 223, 95, 66, 0, 122, 20, 142, 44], [148, 10, 84, 10, 208, 15, 93, 0, 144, 165, 97, 8], [105, 49, 111, 195, 98, 228, 5, 0, 137, 142, 68, 16], [39, 153, 177, 105, 38, 5, 8, 0, 69, 227, 102, 68], [195, 36, 159, 45, 78, 223, 74, 0, 137, 80, 139, 94], [195, 77, 49, 201, 43, 24, 49, 0, 14, 8, 157, 39], [12, 38, 222, 154, 122, 236, 90, 0, 46, 30, 25, 22]]"
20241111_171604,3,3,November,scatter,lowest,6,School [6],33,33,9.94,Correct,"[[229, 83, 20, 19, 156, 3, 75, 0, 199, 89, 105, 118], [124, 208, 212, 190, 227, 235, 74, 0, 208, 115, 215, 6], [141, 4, 16, 59, 29, 133, 84, 0, 178, 224, 89, 96], [233, 82, 105, 94, 171, 7, 48, 0, 148, 159, 204, 53], [88, 163, 157, 196, 104, 129, 69, 0, 64, 216, 97, 0], [177, 189, 170, 77, 89, 121, 92, 0, 85, 206, 33, 48], [163, 119, 35, 225, 218, 101, 76, 0, 116, 222, 35, 18], [52, 155, 223, 71, 27, 226, 77, 0, 194, 236, 187, 74], [68, 7, 151, 44, 190, 60, 12, 0, 179, 37, 161, 46], [99, 55, 227, 164, 133, 170, 1, 0, 118, 191, 211, 46]]"
20241111_171604,3,4,May,scatter,highest,8,School [8],233,233,8.65,Correct,"[[184, 88, 130, 174, 169, 175, 112, 0, 163, 117, 192, 28], [88, 215, 115, 230, 18, 186, 42, 0, 196, 91, 64, 34], [184, 167, 214, 211, 25, 59, 2, 0, 18, 119, 169, 67], [0, 12, 180, 11, 139, 188, 75, 0, 49, 19, 203, 10], [49, 146, 77, 114, 197, 167, 33, 0, 151, 222, 85, 85], [77, 33, 103, 135, 166, 4, 52, 0, 165, 137, 93, 13], [18, 3, 61, 106, 62, 116, 48, 0, 166, 184, 130, 52], [156, 7, 188, 55, 233, 116, 63, 0, 142, 233, 58, 56], [122, 184, 201, 117, 155, 197, 46, 0, 135, 43, 121, 62], [89, 68, 112, 204, 93, 182, 113, 0, 101, 64, 95, 30]]"
20241111_171604,3,5,September,scatter,highest,3,School [3],147,147,11.66,Correct,"[[36, 119, 180, 13, 19, 136, 83, 0, 130, 201, 12, 32], [167, 182, 121, 192, 37, 102, 45, 0, 135, 181, 71, 60], [88, 161, 53, 57, 60, 104, 81, 0, 147, 169, 115, 105], [49, 135, 43, 182, 72, 158, 5, 0, 136, 57, 128, 5], [170, 140, 27, 124, 5, 82, 62, 0, 35, 194, 175, 0], [214, 62, 167, 8, 14, 128, 115, 0, 145, 225, 187, 6], [184, 30, 170, 74, 73, 61, 105, 0, 141, 227, 146, 95], [27, 171, 37, 234, 214, 215, 26, 0, 41, 11, 86, 78], [107, 115, 176, 156, 74, 195, 18, 0, 31, 75, 187, 63], [2, 142, 221, 173, 235, 142, 106, 0, 89, 73, 184, 97]]"
20241111_171604,3,6,October,scatter,highest,5,School [5],226,226,9.31,Correct,"[[142, 104, 107, 159, 95, 118, 114, 0, 77, 219, 113, 9], [64, 158, 36, 158, 48, 44, 40, 0, 133, 33, 77, 37], [215, 19, 213, 42, 154, 185, 19, 0, 126, 168, 87, 86], [44, 125, 231, 83, 26, 171, 107, 0, 197, 152, 196, 47], [108, 27, 76, 193, 60, 120, 55, 0, 18, 226, 202, 85], [102, 135, 158, 0, 54, 169, 11, 0, 104, 36, 226, 26], [22, 43, 90, 37, 229, 161, 83, 0, 197, 198, 107, 74], [187, 33, 167, 176, 185, 56, 2, 0, 124, 147, 62, 17], [90, 229, 53, 98, 67, 47, 23, 0, 185, 41, 123, 107], [78, 208, 21, 5, 233, 171, 22, 0, 200, 143, 85, 74]]"
20241111_171604,3,7,June,scatter,highest,9,School [9],225,225,8.81,Correct,"[[217, 67, 187, 2, 212, 127, 41, 0, 197, 79, 209, 108], [26, 212, 170, 216, 130, 114, 33, 0, 35, 16, 32, 13], [152, 87, 161, 74, 71, 103, 47, 0, 49, 129, 61, 50], [126, 161, 24, 229, 214, 7, 34, 0, 113, 66, 91, 117], [183, 66, 153, 16, 220, 103, 118, 0, 47, 100, 39, 53], [174, 203, 31, 20, 40, 27, 4, 0, 28, 234, 190, 107], [198, 139, 102, 151, 170, 128, 97, 0, 118, 38, 178, 6], [110, 97, 140, 110, 196, 43, 30, 0, 171, 125, 208, 73], [210, 138, 177, 112, 216, 225, 109, 0, 84, 218, 84, 62], [231, 73, 213, 197, 180, 47, 13, 0, 196, 173, 106, 83]]"
20241111_171604,3,8,June,scatter,highest,9,School [9],236,236,15.29,Correct,"[[147, 111, 142, 117, 44, 40, 31, 0, 110, 136, 197, 109], [131, 20, 184, 117, 129, 116, 74, 0, 170, 32, 170, 17], [33, 41, 149, 40, 27, 172, 29, 0, 169, 45, 174, 116], [132, 185, 165, 51, 36, 195, 28, 0, 109, 1, 50, 109], [5, 116, 115, 155, 216, 10, 78, 0, 131, 129, 190, 116], [229, 15, 72, 228, 94, 199, 23, 0, 53, 158, 46, 24], [22, 48, 136, 34, 46, 33, 66, 0, 25, 165, 104, 91], [122, 184, 90, 83, 18, 79, 56, 0, 172, 204, 136, 40], [9, 55, 42, 66, 13, 236, 39, 0, 166, 131, 168, 25], [179, 169, 195, 181, 227, 55, 60, 0, 59, 137, 192, 18]]"
20241111_171604,3,9,April,scatter,highest,6,School [6],216,216,9.16,Correct,"[[172, 93, 147, 87, 235, 86, 117, 0, 231, 6, 78, 97], [170, 197, 69, 4, 59, 142, 75, 0, 27, 32, 74, 15], [41, 52, 114, 49, 163, 188, 104, 0, 39, 103, 134, 8], [90, 164, 221, 117, 148, 169, 77, 0, 192, 55, 225, 95], [207, 177, 109, 63, 70, 69, 84, 0, 117, 209, 157, 22], [153, 82, 32, 216, 13, 140, 17, 0, 99, 99, 143, 103], [101, 170, 199, 165, 4, 68, 101, 0, 17, 79, 200, 45], [209, 124, 199, 193, 91, 77, 8, 0, 73, 138, 208, 46], [12, 104, 193, 112, 183, 63, 9, 0, 4, 148, 185, 96], [70, 117, 163, 156, 96, 4, 94, 0, 233, 230, 128, 32]]"
20241111_171604,3,10,January,scatter,lowest,3,School [3],27,27,6.31,Correct,"[[75, 191, 34, 200, 212, 134, 6, 0, 50, 130, 227, 18], [60, 229, 161, 185, 40, 23, 104, 0, 167, 27, 102, 32], [27, 78, 20, 64, 37, 91, 91, 0, 63, 41, 98, 55], [129, 44, 210, 127, 24, 70, 1, 0, 52, 114, 153, 81], [106, 53, 131, 120, 211, 183, 35, 0, 235, 230, 129, 25], [200, 203, 149, 169, 116, 227, 63, 0, 125, 158, 217, 88], [221, 236, 158, 56, 5, 162, 19, 0, 24, 181, 9, 48], [91, 55, 112, 149, 205, 46, 0, 0, 182, 144, 2, 35], [139, 26, 3, 209, 48, 206, 59, 0, 98, 33, 189, 61], [172, 207, 230, 88, 45, 77, 72, 0, 219, 90, 28, 43]]"
20241111_171604,3,1,December,heatmap,lowest,5,School [5],20,20,12.95,Correct,"[[88, 191, 142, 65, 138, 51, 77, 0, 196, 207, 13, 76], [181, 136, 0, 30, 77, 202, 22, 0, 230, 184, 46, 80], [30, 91, 144, 100, 224, 115, 10, 0, 146, 72, 128, 48], [101, 180, 5, 148, 175, 169, 112, 0, 120, 19, 53, 103], [138, 28, 83, 125, 23, 206, 36, 0, 144, 59, 20, 20], [71, 150, 97, 7, 171, 197, 109, 0, 68, 92, 37, 40], [153, 201, 22, 172, 156, 30, 16, 0, 39, 138, 51, 25], [31, 38, 71, 126, 163, 229, 112, 0, 116, 151, 41, 100], [99, 185, 155, 218, 218, 78, 5, 0, 146, 18, 193, 55], [195, 59, 122, 79, 116, 52, 73, 0, 131, 136, 70, 62]]"
20241111_171604,3,2,August,heatmap,highest,2,"School [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",0,0,12.13,Correct,"[[231, 63, 70, 107, 220, 41, 111, 0, 4, 67, 66, 75], [54, 136, 49, 19, 18, 218, 54, 0, 119, 77, 228, 94], [129, 165, 120, 169, 167, 166, 15, 0, 188, 101, 75, 47], [182, 105, 185, 105, 37, 124, 26, 0, 173, 169, 41, 33], [210, 99, 25, 2, 50, 177, 46, 0, 91, 230, 194, 0], [62, 116, 156, 6, 154, 19, 25, 0, 97, 69, 128, 80], [67, 191, 103, 161, 58, 216, 72, 0, 96, 217, 13, 106], [153, 223, 31, 172, 205, 123, 4, 0, 215, 45, 227, 78], [139, 165, 54, 188, 195, 191, 22, 0, 49, 60, 150, 103], [84, 74, 24, 28, 55, 92, 87, 0, 225, 39, 62, 7]]"
20241111_171604,3,3,July,heatmap,highest,3,School [10],117,106,15.69,Wrong,"[[179, 70, 87, 201, 12, 28, 53, 0, 65, 230, 145, 8], [104, 176, 193, 106, 104, 117, 99, 0, 91, 141, 155, 29], [104, 184, 202, 110, 227, 50, 106, 0, 222, 173, 138, 21], [52, 57, 90, 43, 40, 13, 74, 0, 221, 0, 31, 33], [13, 168, 25, 211, 24, 134, 32, 0, 207, 141, 150, 7], [20, 97, 177, 153, 11, 84, 52, 0, 62, 146, 192, 28], [20, 77, 87, 101, 103, 152, 63, 0, 144, 138, 123, 68], [88, 118, 135, 9, 0, 188, 61, 0, 105, 88, 71, 13], [88, 201, 21, 211, 171, 54, 41, 0, 91, 156, 223, 33], [226, 151, 142, 165, 34, 56, 117, 0, 160, 230, 150, 102]]"
20241111_171604,3,4,February,heatmap,lowest,7,School [7],0,0,9.94,Correct,"[[163, 220, 16, 80, 147, 56, 77, 0, 63, 8, 188, 48], [138, 62, 71, 1, 201, 65, 69, 0, 83, 217, 212, 80], [157, 131, 32, 108, 70, 22, 69, 0, 108, 150, 19, 16], [178, 39, 7, 100, 119, 88, 7, 0, 36, 140, 144, 111], [58, 118, 171, 72, 33, 127, 88, 0, 158, 94, 230, 3], [114, 148, 56, 193, 52, 171, 2, 0, 96, 154, 224, 25], [11, 0, 47, 137, 19, 8, 107, 0, 100, 126, 188, 22], [0, 63, 167, 117, 222, 152, 17, 0, 203, 166, 152, 29], [157, 159, 122, 193, 168, 25, 70, 0, 21, 86, 16, 13], [128, 112, 59, 132, 136, 154, 73, 0, 38, 48, 234, 68]]"
20241111_171604,3,5,June,heatmap,highest,3,School [3],234,234,9.83,Correct,"[[3, 31, 82, 199, 163, 197, 77, 0, 127, 7, 42, 89], [215, 104, 230, 12, 167, 224, 106, 0, 82, 53, 164, 6], [133, 215, 14, 170, 165, 234, 13, 0, 91, 44, 160, 102], [25, 28, 140, 135, 62, 4, 45, 0, 187, 105, 36, 32], [66, 160, 24, 22, 12, 125, 25, 0, 107, 48, 135, 110], [90, 4, 99, 112, 158, 122, 111, 0, 9, 163, 88, 114], [168, 211, 167, 215, 26, 107, 98, 0, 115, 51, 45, 58], [29, 212, 89, 4, 50, 143, 1, 0, 91, 126, 35, 50], [51, 116, 25, 68, 193, 92, 108, 0, 144, 27, 27, 103], [131, 60, 153, 202, 226, 13, 44, 0, 118, 0, 219, 118]]"
20241111_171604,3,6,April,heatmap,highest,7,School [7],221,221,7.87,Correct,"[[23, 157, 42, 174, 228, 65, 84, 0, 198, 121, 210, 29], [83, 92, 121, 62, 41, 68, 67, 0, 70, 29, 90, 46], [235, 36, 62, 116, 171, 80, 55, 0, 227, 44, 81, 74], [80, 219, 228, 168, 67, 157, 98, 0, 167, 121, 147, 71], [115, 113, 24, 47, 66, 197, 49, 0, 118, 125, 221, 45], [117, 202, 232, 79, 100, 206, 27, 0, 56, 36, 151, 66], [150, 144, 15, 221, 120, 158, 114, 0, 163, 173, 68, 97], [211, 215, 72, 153, 7, 180, 88, 0, 6, 117, 143, 85], [229, 210, 3, 40, 32, 71, 3, 0, 128, 133, 160, 4], [7, 212, 90, 31, 83, 65, 74, 0, 90, 192, 159, 102]]"
20241111_171604,3,7,June,heatmap,highest,5,School [5],205,205,10.82,Correct,"[[27, 197, 200, 84, 227, 125, 50, 0, 105, 149, 90, 59], [45, 225, 197, 111, 192, 204, 103, 0, 51, 19, 136, 20], [129, 19, 172, 64, 193, 181, 5, 0, 33, 170, 31, 51], [154, 1, 115, 142, 37, 135, 42, 0, 102, 193, 145, 103], [175, 155, 179, 157, 59, 205, 79, 0, 13, 49, 9, 49], [93, 65, 165, 56, 8, 47, 24, 0, 89, 61, 46, 96], [15, 160, 235, 138, 25, 159, 103, 0, 45, 112, 149, 71], [109, 141, 55, 103, 35, 7, 57, 0, 95, 133, 185, 102], [151, 200, 66, 184, 26, 143, 1, 0, 83, 194, 236, 58], [234, 92, 11, 61, 203, 163, 63, 0, 0, 48, 146, 19]]"
20241111_171604,3,8,June,heatmap,lowest,9,School [9],17,17,11.45,Correct,"[[117, 189, 226, 175, 34, 26, 32, 0, 65, 223, 72, 7], [29, 52, 54, 27, 38, 28, 9, 0, 98, 217, 203, 44], [35, 36, 71, 2, 34, 220, 107, 0, 30, 94, 50, 74], [179, 65, 40, 97, 172, 97, 63, 0, 198, 22, 49, 66], [79, 108, 169, 158, 52, 211, 83, 0, 63, 115, 150, 118], [143, 190, 197, 219, 20, 96, 68, 0, 44, 152, 176, 106], [34, 41, 10, 108, 6, 120, 18, 0, 162, 181, 146, 98], [97, 2, 31, 56, 183, 80, 45, 0, 88, 127, 34, 88], [125, 160, 105, 198, 135, 17, 97, 0, 9, 46, 68, 38], [54, 126, 221, 43, 216, 219, 105, 0, 47, 183, 155, 59]]"
20241111_171604,3,9,December,heatmap,highest,5,School [7],97,95,10.53,Wrong,"[[27, 166, 45, 122, 126, 205, 5, 0, 56, 177, 108, 75], [101, 46, 2, 109, 26, 53, 7, 0, 123, 207, 107, 85], [223, 203, 136, 145, 214, 185, 14, 0, 90, 143, 35, 2], [119, 112, 86, 184, 52, 17, 66, 0, 20, 228, 24, 50], [162, 167, 65, 200, 7, 117, 94, 0, 53, 77, 186, 95], [85, 206, 212, 203, 197, 182, 87, 0, 76, 219, 127, 28], [95, 187, 137, 216, 136, 90, 118, 0, 17, 6, 171, 97], [200, 158, 147, 28, 17, 16, 91, 0, 221, 82, 94, 1], [148, 78, 7, 102, 20, 72, 63, 0, 76, 70, 67, 0], [97, 28, 64, 117, 114, 179, 20, 0, 91, 25, 78, 93]]"
20241111_171604,3,10,December,heatmap,lowest,5,School [5],14,14,7.33,Correct,"[[0, 47, 45, 153, 86, 61, 94, 0, 154, 94, 152, 71], [94, 27, 138, 112, 79, 145, 70, 0, 21, 45, 210, 19], [219, 123, 86, 189, 139, 210, 85, 0, 138, 235, 82, 89], [104, 61, 113, 226, 202, 91, 63, 0, 73, 22, 114, 93], [133, 194, 191, 48, 190, 94, 66, 0, 158, 66, 91, 14], [83, 32, 192, 186, 57, 205, 31, 0, 27, 161, 188, 19], [155, 169, 95, 33, 204, 156, 30, 0, 24, 125, 86, 89], [100, 37, 36, 137, 155, 137, 103, 0, 155, 25, 81, 57], [188, 151, 16, 30, 2, 57, 23, 0, 130, 149, 2, 20], [28, 75, 28, 217, 222, 17, 61, 0, 93, 172, 117, 75]]"
20241111_172712,4,1,February,scatter,lowest,7,School [7],6,6,12.22,Correct,"[[98, 217, 232, 149, 149, 14, 103, 0, 93, 144, 40, 43], [72, 70, 70, 28, 54, 107, 60, 0, 215, 145, 44, 19], [43, 208, 180, 234, 29, 42, 3, 0, 150, 86, 55, 20], [103, 86, 0, 101, 66, 91, 11, 0, 67, 147, 157, 71], [22, 190, 74, 84, 34, 168, 101, 0, 15, 49, 4, 60], [167, 62, 214, 173, 85, 13, 31, 0, 59, 212, 171, 22], [99, 6, 29, 111, 185, 24, 100, 0, 169, 82, 180, 27], [103, 60, 126, 215, 195, 145, 63, 0, 164, 109, 58, 118], [171, 146, 214, 226, 211, 94, 74, 0, 168, 118, 90, 2], [135, 44, 77, 23, 159, 126, 74, 0, 96, 82, 234, 102]]"
20241111_172712,4,2,January,scatter,highest,10,School [10],165,165,13.94,Correct,"[[108, 228, 196, 49, 191, 150, 58, 0, 176, 101, 209, 36], [43, 38, 173, 80, 88, 137, 3, 0, 90, 110, 61, 76], [93, 210, 24, 160, 1, 97, 12, 0, 105, 219, 69, 60], [14, 116, 115, 190, 21, 6, 35, 0, 139, 52, 219, 83], [29, 211, 90, 119, 99, 234, 44, 0, 59, 103, 180, 107], [72, 13, 59, 60, 34, 87, 115, 0, 102, 164, 65, 2], [6, 42, 202, 40, 202, 43, 48, 0, 229, 148, 117, 51], [159, 72, 72, 187, 173, 2, 74, 0, 153, 188, 179, 59], [55, 223, 230, 201, 63, 43, 17, 0, 217, 98, 181, 49], [165, 166, 207, 228, 58, 201, 105, 0, 143, 199, 64, 117]]"
20241111_172712,4,3,July,scatter,highest,8,School [8],112,112,10.99,Correct,"[[43, 101, 126, 67, 114, 169, 39, 0, 220, 171, 104, 60], [14, 195, 4, 22, 129, 120, 49, 0, 57, 78, 136, 40], [90, 136, 30, 147, 9, 116, 30, 0, 80, 195, 141, 4], [21, 42, 154, 149, 33, 149, 76, 0, 205, 21, 167, 34], [165, 3, 217, 123, 188, 11, 3, 0, 102, 194, 230, 34], [220, 22, 104, 19, 136, 20, 53, 0, 69, 29, 58, 66], [134, 18, 54, 143, 129, 103, 96, 0, 129, 168, 211, 36], [170, 199, 149, 94, 153, 168, 112, 0, 199, 179, 83, 7], [231, 221, 27, 140, 112, 12, 19, 0, 90, 107, 192, 24], [174, 193, 157, 22, 31, 19, 54, 0, 98, 228, 191, 109]]"
20241111_172712,4,4,March,scatter,lowest,9,School [9],21,21,24.36,Correct,"[[134, 27, 91, 73, 196, 7, 91, 0, 57, 227, 156, 88], [156, 9, 29, 205, 131, 118, 49, 0, 125, 40, 85, 75], [74, 215, 50, 32, 226, 66, 88, 0, 172, 227, 99, 109], [38, 172, 25, 205, 82, 152, 3, 0, 180, 122, 235, 9], [29, 104, 101, 130, 118, 26, 3, 0, 65, 30, 158, 75], [37, 48, 95, 40, 33, 118, 47, 0, 9, 47, 138, 69], [83, 150, 79, 158, 211, 115, 111, 0, 26, 219, 221, 28], [165, 73, 127, 97, 171, 85, 114, 0, 71, 162, 124, 50], [60, 210, 21, 139, 47, 90, 55, 0, 139, 107, 52, 42], [205, 14, 111, 130, 161, 21, 75, 0, 205, 145, 174, 84]]"
20241111_172712,4,5,July,scatter,lowest,2,School [2],1,1,10.01,Correct,"[[56, 35, 231, 46, 2, 221, 67, 0, 103, 78, 187, 62], [67, 93, 89, 167, 178, 191, 1, 0, 164, 85, 127, 111], [40, 174, 71, 89, 4, 80, 35, 0, 66, 170, 233, 9], [99, 225, 2, 194, 178, 88, 80, 0, 171, 29, 16, 68], [110, 43, 54, 68, 80, 133, 13, 0, 199, 186, 196, 115], [174, 138, 146, 106, 104, 140, 18, 0, 228, 29, 8, 33], [80, 132, 50, 33, 79, 10, 55, 0, 150, 113, 86, 98], [101, 80, 177, 217, 135, 41, 81, 0, 41, 236, 85, 41], [23, 149, 170, 12, 97, 228, 37, 0, 179, 129, 77, 5], [82, 49, 73, 30, 174, 165, 91, 0, 121, 136, 73, 78]]"
20241111_172712,4,6,November,scatter,lowest,10,School [10],21,21,5.12,Correct,"[[181, 5, 46, 86, 32, 23, 30, 0, 61, 109, 177, 84], [174, 74, 24, 23, 133, 183, 37, 0, 172, 75, 108, 23], [204, 180, 102, 38, 209, 195, 29, 0, 99, 181, 61, 118], [224, 24, 28, 26, 62, 199, 118, 0, 56, 141, 127, 13], [98, 133, 208, 208, 48, 231, 3, 0, 2, 206, 77, 13], [153, 38, 176, 200, 81, 124, 19, 0, 70, 75, 113, 99], [214, 75, 30, 146, 37, 167, 63, 0, 187, 177, 79, 68], [236, 155, 48, 85, 52, 189, 22, 0, 193, 92, 212, 61], [83, 236, 157, 206, 220, 179, 111, 0, 135, 67, 215, 22], [15, 78, 74, 140, 23, 171, 116, 0, 29, 4, 21, 87]]"
20241111_172712,4,7,March,scatter,highest,3,School [3],229,229,4.68,Correct,"[[172, 144, 131, 157, 155, 170, 95, 0, 1, 230, 185, 24], [233, 112, 192, 128, 36, 59, 11, 0, 147, 184, 198, 75], [72, 170, 229, 56, 130, 15, 24, 0, 149, 50, 14, 56], [7, 146, 141, 161, 93, 190, 37, 0, 94, 115, 157, 97], [108, 30, 183, 49, 155, 147, 58, 0, 152, 136, 136, 107], [154, 204, 17, 99, 144, 112, 39, 0, 172, 218, 63, 71], [227, 89, 53, 15, 195, 198, 42, 0, 227, 96, 39, 104], [68, 234, 16, 24, 8, 13, 49, 0, 183, 105, 95, 32], [191, 150, 91, 116, 100, 53, 73, 0, 205, 228, 206, 72], [125, 145, 126, 77, 133, 12, 7, 0, 30, 171, 98, 59]]"
20241111_172712,4,8,July,scatter,lowest,9,School [8],3,46,14.34,Wrong,"[[111, 189, 18, 82, 53, 138, 66, 0, 205, 144, 200, 116], [79, 29, 118, 117, 88, 85, 30, 0, 2, 98, 193, 0], [94, 172, 173, 79, 87, 198, 71, 0, 152, 0, 79, 25], [78, 115, 153, 188, 218, 37, 87, 0, 129, 121, 223, 103], [66, 197, 98, 156, 85, 68, 51, 0, 113, 202, 56, 15], [182, 78, 103, 55, 41, 54, 34, 0, 165, 29, 38, 91], [99, 152, 89, 203, 157, 174, 117, 0, 84, 155, 88, 59], [71, 33, 10, 41, 37, 7, 3, 0, 65, 93, 175, 72], [27, 79, 102, 173, 97, 34, 46, 0, 226, 189, 54, 117], [42, 168, 22, 190, 236, 79, 85, 0, 126, 79, 24, 59]]"
